split,seed,target_prev,model,auroc_mean,auroc_std,ap_mean,ap_std,brier_mean,brier_std,train_prev_effective,test_prev
S1,1015,-1.0,lr_l2,0.9124443182302369,0.009190055289235173,0.46717890106761706,0.03958858465850749,0.017967142579490135,0.000660589296958243,0.02542433005992011,0.02542432108626198
S1,1015,-1.0,rf,0.950653495664519,0.014981080736850772,0.572480979883441,0.06633103042950834,0.016647882694929377,0.0009819278329065916,0.02542433005992011,0.02542432108626198
S1,1015,-1.0,svm_linear_cal,0.9088095784933093,0.016053598369415396,0.4772400455415003,0.03462160433574415,0.018027369100254785,0.0006952828674298872,0.02542433005992011,0.02542432108626198
S1,1015,-1.0,xgb,0.9567692868360929,0.010255847869835778,0.5880708826939578,0.05017824809619468,0.015555026986754516,0.0013524574876750445,0.02542433005992011,0.02542432108626198
S1,1016,-1.0,extratrees,0.9511868654634397,0.009922094177702083,0.5367879651938913,0.0775615934232675,0.017936591776448275,0.001149925210593459,0.02542433005992011,0.02542432108626198
S1,1016,-1.0,lr_l2,0.9152388668051163,0.01118281504343531,0.47940311663947954,0.047042488898765306,0.017604106661153765,0.0010903263059029776,0.02542433005992011,0.02542432108626198
S1,1016,-1.0,rf,0.9534911257622726,0.009826326688146852,0.5634829655841923,0.06682079085149818,0.016781707974412658,0.0011502875686939895,0.02542433005992011,0.02542432108626198
S1,1016,-1.0,svm_linear_cal,0.9110080762840138,0.011554788232063636,0.48570241628924443,0.03968442795178711,0.017576586563174554,0.0010843580737050188,0.02542433005992011,0.02542432108626198
S1,1016,-1.0,xgb,0.9559312430150918,0.006213030780483564,0.5717061385950417,0.04626690018102732,0.015932998129248598,0.0011734918871139823,0.02542433005992011,0.02542432108626198
S1,1017,-1.0,extratrees,0.9483852953980486,0.008103376883720353,0.5416485688230985,0.02864446288979266,0.01771806455586387,0.000270494042750695,0.02542433005992011,0.02542432108626198
S1,1017,-1.0,lr_l2,0.9142616849536559,0.010386095341449547,0.4697102732289111,0.04616452184228502,0.01784253235010051,0.0011050168001398007,0.02542433005992011,0.02542432108626198
S1,1017,-1.0,rf,0.9493449095120683,0.005872536914554357,0.572934526976106,0.05000318160876438,0.01651689049609108,0.0007762610593103188,0.02542433005992011,0.02542432108626198
