split,seed,target_prev,fold,model,train_prev_effective,test_prev,auroc,ap,brier,best_params
S1,1001,-1.0,5,rf,0.025388371060807814,0.02556818181818182,0.9539348477486231,0.6042106830333722,0.016015735240683695,"{""clf__max_depth"": 12}"
S1,1001,-1.0,5,xgb,0.025388371060807814,0.02556818181818182,0.9678136135406544,0.6161043620143015,0.014957426923155935,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1001,-1.0,5,extratrees,0.025388371060807814,0.02556818181818182,0.9568249919015225,0.6056473503099544,0.01664146148989899,"{""clf__max_depth"": null}"
S1,1002,-1.0,1,lr_l2,0.025390625,0.025559105431309903,0.9086470350131552,0.42893534486274226,0.0189665499482301,"{""clf__C"": 1.0}"
S1,1002,-1.0,1,svm_linear_cal,0.025390625,0.025559105431309903,0.8969439384739932,0.4334800324763591,0.018587801542449784,"{""clf__C"": 0.1}"
S1,1002,-1.0,1,rf,0.025390625,0.025559105431309903,0.9505818660190244,0.522033566407351,0.017314567435914786,"{""clf__max_depth"": 12}"
S1,1002,-1.0,1,xgb,0.025390625,0.025559105431309903,0.9524994940295487,0.48799773879959135,0.017849174546992808,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1002,-1.0,1,extratrees,0.025390625,0.025559105431309903,0.9410291438979964,0.4760654235369611,0.018248493274957596,"{""clf__max_depth"": null}"
S1,1002,-1.0,2,lr_l2,0.025477141588992454,0.02521306818181818,0.9234870058236486,0.4799028513845913,0.017383367031811404,"{""clf__C"": 1.0}"
S1,1002,-1.0,2,svm_linear_cal,0.025477141588992454,0.02521306818181818,0.9157597680802484,0.48909001448830086,0.01719864454591448,"{""clf__C"": 0.1}"
S1,1002,-1.0,2,rf,0.025477141588992454,0.02521306818181818,0.9539239077451961,0.5184228648373731,0.01727420551147746,"{""clf__max_depth"": 12}"
S1,1002,-1.0,2,xgb,0.025477141588992454,0.02521306818181818,0.962220682931835,0.546988250085562,0.016225533870071387,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1002,-1.0,2,extratrees,0.025477141588992454,0.02521306818181818,0.9551040303753302,0.5046347597547904,0.01849260185117445,"{""clf__max_depth"": 12}"
S1,1002,-1.0,3,lr_l2,0.025477141588992454,0.02521306818181818,0.9180892275327741,0.4797793749310613,0.01736035422314629,"{""clf__C"": 1.0}"
S1,1002,-1.0,3,svm_linear_cal,0.025477141588992454,0.02521306818181818,0.9101054413915185,0.47491177630028714,0.017372008645398777,"{""clf__C"": 0.1}"
S1,1002,-1.0,3,rf,0.025477141588992454,0.02521306818181818,0.956848559480746,0.6158035249946252,0.01594154730902778,"{""clf__max_depth"": null}"
S1,1002,-1.0,3,xgb,0.025477141588992454,0.02521306818181818,0.9645244875445753,0.6304554445216324,0.014395246328398175,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1002,-1.0,3,extratrees,0.025477141588992454,0.02521306818181818,0.945519382231458,0.5611380766678121,0.01778136161190536,"{""clf__max_depth"": 12}"
S1,1002,-1.0,4,lr_l2,0.025388371060807814,0.02556818181818182,0.9384060171687723,0.5629798453414013,0.015692683719622305,"{""clf__C"": 1.0}"
S1,1002,-1.0,4,svm_linear_cal,0.025388371060807814,0.02556818181818182,0.9388362487852284,0.5926937159232027,0.015713224041167474,"{""clf__C"": 0.1}"
S1,1002,-1.0,4,rf,0.025388371060807814,0.02556818181818182,0.9650601311953353,0.6941392398147603,0.015145526262355036,"{""clf__max_depth"": 12}"
S1,1002,-1.0,4,xgb,0.025388371060807814,0.02556818181818182,0.9630203271784905,0.6890393263293364,0.013557864518170896,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1002,-1.0,4,extratrees,0.025388371060807814,0.02556818181818182,0.9566731454486557,0.6320483251570336,0.016858807804608588,"{""clf__max_depth"": null}"
