split,seed,miss_rate,winner_det,winner_tie_set,winner_tie_k,best_auroc,best_ap,best_brier
S2,1015,0.4,xgb,xgb,1,0.9365923263431452,0.4484696631293709,0.0182400089696012
S2,1016,0.4,xgb,xgb,1,0.9418889839315374,0.4613472924435672,0.0180874785536479
S2,1017,0.4,xgb,xgb,1,0.9339967136579934,0.4421430492071212,0.0184173028608154
S2,1018,0.4,xgb,xgb,1,0.9391349006202956,0.4531061901241177,0.0184108084080609
S2,1019,0.4,xgb,xgb,1,0.940614044968108,0.433779110404962,0.0184746683933049
S2,1020,0.4,xgb,xgb,1,0.9397508254407124,0.428537491853552,0.0186295768794303
S2,1001,0.5,xgb,xgb,1,0.9328074128298888,0.4130384468724539,0.0188676822225762
S2,1002,0.5,xgb,xgb,1,0.9286283580429782,0.3707704591746234,0.0197784681025211
S2,1003,0.5,xgb,xgb,1,0.9353721858546404,0.4233881877737925,0.0187730453155032
S2,1004,0.5,xgb,xgb,1,0.9350126762241354,0.3936789073686701,0.0194388841573914
S2,1005,0.5,xgb,xgb,1,0.929011272134052,0.4018769107846237,0.0191488818213799
S2,1006,0.5,xgb,xgb,1,0.9210380466249962,0.4060932450403934,0.0190507448326279
S2,1007,0.5,xgb,xgb,1,0.93424015030282,0.3997520832163458,0.0194023862125807
S2,1008,0.5,xgb,xgb,1,0.9288359505151916,0.429732451752371,0.018545202221608
S2,1009,0.5,xgb,xgb,1,0.9277223558482802,0.4239208681356873,0.0187000821956152
S2,1010,0.5,xgb,xgb,1,0.9330204401354664,0.4211564011317151,0.0188081680471128
S2,1011,0.5,xgb,xgb,1,0.9308427736856754,0.4280878007082337,0.0186939413935859
S2,1012,0.5,xgb,xgb,1,0.9297195744395138,0.3831923786547065,0.01939638163383
S2,1013,0.5,xgb,xgb,1,0.928273055320522,0.4001911100466914,0.0189541163571611
S2,1014,0.5,xgb,xgb,1,0.929020195726079,0.4226471971099036,0.0188572183901128
S2,1015,0.5,xgb,xgb,1,0.9257879340267714,0.3701028889696151,0.0197142585030655
S2,1016,0.5,xgb,xgb,1,0.9291806973949546,0.3969725781227275,0.0192029141296538
S2,1017,0.5,xgb,xgb,1,0.921354413599633,0.4145382585797504,0.0190742892217086
S2,1018,0.5,xgb,xgb,1,0.930147708960082,0.3921034113567726,0.0193131735735597
S2,1019,0.5,xgb,xgb,1,0.93121270238765,0.4266580858175405,0.0185880443072502
S2,1020,0.5,xgb,xgb,1,0.929068431114202,0.4067544200106806,0.0190556892229734
S2,1001,0.6,xgb,xgb,1,0.9183861151788906,0.3516221755135067,0.0201004369580627
S2,1002,0.6,xgb,xgb,1,0.918233104517206,0.3689450955975885,0.019706984131633
S2,1003,0.6,xgb,xgb,1,0.917403099195094,0.3618094179383803,0.0198462025976575
S2,1004,0.6,xgb,xgb,1,0.9271122917831874,0.3827246264921344,0.0196615249093455
S2,1005,0.6,xgb,xgb,1,0.9204386469496032,0.350564705714366,0.0200797934862175
S2,1006,0.6,xgb,xgb,1,0.9196498508520714,0.3538023215505946,0.0200770059400753
S2,1007,0.6,xgb,xgb,1,0.9170756684263994,0.3807822800100713,0.0195504053878032
S2,1008,0.6,xgb,xgb,1,0.916432301339585,0.3505632378747959,0.0200767772438436
S2,1009,0.6,xgb,xgb,1,0.9159413369098678,0.3906788222415406,0.0194008826621666
S2,1010,0.6,xgb,xgb,1,0.9178348857023748,0.346527476767333,0.0201933094504068
S2,1011,0.6,xgb,xgb,1,0.91739767434004,0.3755569917902596,0.0196805477469523
S2,1012,0.6,xgb,xgb,1,0.9081122556736472,0.3517550436601734,0.0200216781290739
S2,1013,0.6,xgb,xgb,1,0.9110447077623216,0.3551263943358586,0.0199423347016364
S2,1014,0.6,xgb,xgb,1,0.9254284303968164,0.3740778314667013,0.0197848794699867
S2,1015,0.6,xgb,xgb,1,0.919714391977618,0.3423348641399911,0.0201799644891525
S2,1016,0.6,xgb,xgb,1,0.9074066393324768,0.3403827597250485,0.0203251909789237
S2,1017,0.6,xgb,xgb,1,0.9185316558277454,0.3576399426071532,0.0199409498817134
S2,1018,0.6,xgb,xgb,1,0.9147411424359372,0.3518125927679116,0.0200405908220164
S2,1019,0.6,xgb,xgb,1,0.9191890449428952,0.3300701850241166,0.0202638350065675
S2,1020,0.6,xgb,xgb,1,0.9156960295339738,0.3497889860807241,0.0201463387357508
S2,1001,0.7,xgb,xgb,1,0.8934989173592175,0.3254157464984984,0.0205477339733231
S2,1002,0.7,xgb,xgb,1,0.9034112012338866,0.3347342566203262,0.0203662061575659
S2,1003,0.7,xgb,xgb,1,0.8998834990632225,0.3370899673922383,0.020449395279787
S2,1004,0.7,xgb,xgb,1,0.8854465802881718,0.2816519504337224,0.0212298343480471
S2,1005,0.7,xgb,xgb,1,0.9025373784723892,0.3346926577297714,0.0204751935948995
S2,1006,0.7,xgb,xgb,1,0.902756787300938,0.360907494478626,0.0200488930264937
S2,1007,0.7,xgb,xgb,1,0.899581272946236,0.3074129802483819,0.020839195361616
S2,1008,0.7,xgb,xgb,1,0.905726874219756,0.3288129406213671,0.0204625545803155
S2,1009,0.7,xgb,xgb,1,0.8973114851000712,0.3503651250896579,0.0200255555468348
S2,1010,0.7,xgb,xgb,1,0.8996474887717083,0.3280306913653404,0.0205916199046441
S2,1011,0.7,xgb,xgb,1,0.8921206465344584,0.3188863317946881,0.0205307377948057
S2,1012,0.7,xgb,xgb,1,0.8999165151058076,0.3071991427285047,0.0209441281784112
S2,1013,0.7,xgb,xgb,1,0.9094160615233924,0.3172739286243436,0.0206400030131675
S2,1014,0.7,xgb,xgb,1,0.8909793643837448,0.3340540961874308,0.0204146613459215
S2,1015,0.7,xgb,xgb,1,0.9005360247307552,0.3069458248860239,0.0208554391130208
S2,1016,0.7,xgb,xgb,1,0.8929060646899171,0.3310774235854222,0.0204677446322715
S2,1017,0.7,xgb,xgb,1,0.9007459076281178,0.3320578162850013,0.0203719711575891
S2,1018,0.7,xgb,xgb,1,0.9013824887832822,0.3066724729734172,0.0209142300658873
S2,1019,0.7,xgb,xgb,1,0.8965454242221181,0.3242588636345808,0.0206113638944615
S2,1020,0.7,xgb,xgb,1,0.900197995555029,0.2869812723179067,0.0213064092709012
