split,seed,target_prev,rank1_model,rank2_model,margin_auc,margin_ap,margin_brier
S2,1020,0.3,xgb,rf,0.003443517933580331,-0.015282760304748844,0.0042271870761433974
S2,1001,0.4,rf,xgb,0.001047016307085591,0.014755811190725998,-0.006055484493698693
S2,1002,0.4,rf,xgb,0.00034341555648487176,0.03202997177614969,-0.004247256088055706
S2,1003,0.4,xgb,rf,0.00019876320348366505,-0.006948737371713698,0.0058623114300555
S2,1004,0.4,xgb,rf,0.0010938687203626563,-0.021117456041543414,0.005699917281405897
S2,1005,0.4,xgb,rf,0.0010633267557226267,-0.019089532421249222,0.00633016113782911
S2,1006,0.4,xgb,rf,0.0006142656665633073,-0.022193942113187815,0.004614122523513897
S2,1007,0.4,xgb,rf,0.0008122050937265923,-0.014949980585325262,0.008342763642238904
S2,1008,0.4,xgb,rf,0.0024048612054907714,-0.017619220819049763,0.0073507902382110996
S2,1009,0.4,rf,xgb,0.0005784837128218756,-0.0019472350970203833,-0.002561287207577298
S2,1010,0.4,rf,xgb,0.00018032907839482526,0.017916932431527366,-0.0009879947213557033
S2,1011,0.4,xgb,rf,0.0008988339858956307,-0.027494712056100823,0.0017359304898832972
S2,1012,0.4,rf,xgb,0.0008964511006653852,0.015997455817928607,-0.0012056948759202046
S2,1013,0.4,xgb,rf,0.0012106515236771642,-0.022848907182723754,0.0037916008941560053
S2,1014,0.4,xgb,rf,0.0010761870296205345,-0.02222512828018519,0.006508406903305106
S2,1015,0.4,rf,xgb,0.00039403726234177316,0.029849964375503135,-0.003940895576481196
S2,1016,0.4,xgb,rf,0.00011389676451700748,-0.018380526406556297,0.003743567496551997
S2,1017,0.4,xgb,rf,0.001140788209778587,-0.013832181638635421,0.007051644947989988
S2,1018,0.4,xgb,rf,0.0012894239099046079,-0.0076728662888218,0.004590120305752204
S2,1019,0.4,rf,xgb,0.0016603814178309806,0.041982815187964706,-0.004592847483362902
S2,1020,0.4,xgb,rf,0.00038193622856919074,-0.03646784050406837,0.005899582517629301
