split,seed,miss_rate,fold,model,auroc,ap,brier,best_params
S1,1010,0.2,4,xgb,0.9607780612244896,0.5799512758080462,0.0158308483337332,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.2,5,extratrees,0.9361156665046972,0.4499019233538083,0.0193159524936868,"{""clf__max_depth"": null}"
S1,1010,0.2,5,lr_l2,0.8900530450275348,0.3692944763614721,0.0197571249676247,"{""clf__C"": 1.0}"
S1,1010,0.2,5,rf,0.9332280531260122,0.5271603821791929,0.0178658143939393,"{""clf__max_depth"": null}"
S1,1010,0.2,5,svm_linear_cal,0.876159094590217,0.3641001446404732,0.0197713191646955,"{""clf__C"": 1.0}"
S1,1010,0.2,5,xgb,0.9544764334305152,0.556354094659599,0.0162744967490526,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.3,1,extratrees,0.9122697834446468,0.4423281328391467,0.0198680304106022,"{""clf__max_depth"": null}"
S1,1010,0.3,1,lr_l2,0.8563296903460837,0.3466621659995306,0.0202672844126331,"{""clf__C"": 0.1}"
S1,1010,0.3,1,rf,0.9088899008297916,0.4097467655491357,0.0197851260155047,"{""clf__max_depth"": 12}"
S1,1010,0.3,1,svm_linear_cal,0.8497318356607975,0.3336745350325525,0.0207264757223736,"{""clf__C"": 0.1}"
S1,1010,0.3,1,xgb,0.8957144302772718,0.4067657059340841,0.01961482080853,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 5}"
S1,1010,0.3,2,extratrees,0.9491675004489596,0.4852597136520101,0.0185016167534722,"{""clf__max_depth"": null}"
S1,1010,0.3,2,lr_l2,0.9364991405628672,0.4132037862963352,0.0189765873567379,"{""clf__C"": 0.1}"
S1,1010,0.3,2,rf,0.9503065753354368,0.5178947777713333,0.0177541030198192,"{""clf__max_depth"": 12}"
S1,1010,0.3,2,svm_linear_cal,0.9246055568382976,0.4173335408866711,0.0188618211542237,"{""clf__C"": 0.1}"
S1,1010,0.3,2,xgb,0.9661458734190204,0.5486151010218623,0.0162669659032159,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1010,0.3,3,extratrees,0.9216039405833912,0.4265314472683501,0.019321526791351,"{""clf__max_depth"": null}"
S1,1010,0.3,3,lr_l2,0.8570307088432234,0.3448809855425186,0.0201551045217102,"{""clf__C"": 1.0}"
S1,1010,0.3,3,rf,0.9258190307601528,0.4387415192649379,0.0188566564078282,"{""clf__max_depth"": null}"
S1,1010,0.3,3,svm_linear_cal,0.860925113522666,0.3593164979570419,0.0194133623943807,"{""clf__C"": 0.1}"
S1,1010,0.3,3,xgb,0.9330511300956926,0.3723367689408139,0.0200466597333096,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1010,0.3,4,extratrees,0.9412910997732424,0.5273426905107804,0.0193100065708409,"{""clf__max_depth"": 12}"
S1,1010,0.3,4,lr_l2,0.8853154356980888,0.4329745690182806,0.0184515619799132,"{""clf__C"": 0.1}"
S1,1010,0.3,4,rf,0.9480381438289602,0.5605424986409722,0.017637209204882,"{""clf__max_depth"": 12}"
S1,1010,0.3,4,svm_linear_cal,0.8834274781341107,0.4620116166134067,0.0182142986435796,"{""clf__C"": 0.1}"
S1,1010,0.3,4,xgb,0.9588293650793652,0.564804474136961,0.0166371546564795,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1010,0.3,5,extratrees,0.9241451044703596,0.4251539631259995,0.0195603752367424,"{""clf__max_depth"": null}"
S1,1010,0.3,5,lr_l2,0.8603923712342081,0.3279951173917391,0.0207656552001527,"{""clf__C"": 10.0}"
S1,1010,0.3,5,rf,0.9357284580498868,0.4765667576182746,0.0185686937736742,"{""clf__max_depth"": null}"
S1,1010,0.3,5,svm_linear_cal,0.8457290654356981,0.3091769649686398,0.0210373515663261,"{""clf__C"": 10.0}"
S1,1010,0.3,5,xgb,0.936821752510528,0.4326658484450089,0.0189452768096237,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.4,1,extratrees,0.9029624569925117,0.4528402806274533,0.0198879925452609,"{""clf__max_depth"": null}"
S1,1010,0.4,1,lr_l2,0.8415806516899412,0.3325202560430585,0.0201669963134756,"{""clf__C"": 1.0}"
S1,1010,0.4,1,rf,0.880307630034406,0.3933772933694884,0.020098151262984,"{""clf__max_depth"": 12}"
S1,1010,0.4,1,svm_linear_cal,0.8262548067192875,0.315303167137716,0.0205595702199861,"{""clf__C"": 0.1}"
S1,1010,0.4,1,xgb,0.9000961343857519,0.4290676964436262,0.0189778709445388,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.4,2,extratrees,0.9229482541881526,0.4287625876828616,0.0199558568439644,"{""clf__max_depth"": 12}"
S1,1010,0.4,2,lr_l2,0.890797608968932,0.3637064158450535,0.0200476828580255,"{""clf__C"": 1.0}"
S1,1010,0.4,2,rf,0.919277046614844,0.4931780510023083,0.0181382575757575,"{""clf__max_depth"": null}"
S1,1010,0.4,2,svm_linear_cal,0.8872110623669155,0.3919486524351794,0.019585996127689,"{""clf__C"": 0.1}"
S1,1010,0.4,2,xgb,0.931599066163832,0.4434416960219385,0.0181267210835493,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.4,3,extratrees,0.921644988327048,0.4537915905848612,0.019772045858092,"{""clf__max_depth"": 12}"
S1,1010,0.4,3,lr_l2,0.8806280304779497,0.4123456636338168,0.0186577389763418,"{""clf__C"": 1.0}"
S1,1010,0.4,3,rf,0.9306139203160676,0.4416993181123729,0.0187523564353276,"{""clf__max_depth"": 12}"
S1,1010,0.4,3,svm_linear_cal,0.879273454937274,0.4100885790133234,0.0187567220917063,"{""clf__C"": 1.0}"
S1,1010,0.4,3,xgb,0.9306908848354244,0.4652741104433111,0.0178875710735715,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1010,0.4,4,extratrees,0.9257268383543894,0.4831638067387183,0.0198697171150679,"{""clf__max_depth"": 12}"
S1,1010,0.4,4,lr_l2,0.8641075477810173,0.4389606820176866,0.0185338537566541,"{""clf__C"": 1.0}"
S1,1010,0.4,4,rf,0.940212989957888,0.4962744596241289,0.0186632774417663,"{""clf__max_depth"": 12}"
S1,1010,0.4,4,svm_linear_cal,0.8519902008422415,0.4337856713863495,0.0188667504068532,"{""clf__C"": 0.1}"
S1,1010,0.4,4,xgb,0.9464690638160028,0.5074292482851462,0.0173751039408056,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 3}"
S1,1010,0.4,5,extratrees,0.9251801911240688,0.4139983919388005,0.0198668895991161,"{""clf__max_depth"": null}"
S1,1010,0.4,5,lr_l2,0.8863682377712989,0.3245574019695655,0.0205999111884553,"{""clf__C"": 10.0}"
S1,1010,0.4,5,rf,0.9374392614188533,0.446182834309609,0.0189856524226641,"{""clf__max_depth"": null}"
S1,1010,0.4,5,svm_linear_cal,0.8693968658892128,0.3253721579941301,0.0208330980681636,"{""clf__C"": 1.0}"
S1,1010,0.4,5,xgb,0.9398333738257209,0.3848205750485375,0.0199355953381346,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1010,0.5,1,extratrees,0.8912163529649869,0.3868951605785219,0.0205467558079911,"{""clf__max_depth"": null}"
S1,1010,0.5,1,lr_l2,0.8390862173649059,0.3228342243602853,0.0204549405722512,"{""clf__C"": 1.0}"
S1,1010,0.5,1,rf,0.889364501113135,0.3802733885453549,0.0206308032991637,"{""clf__max_depth"": 12}"
S1,1010,0.5,1,svm_linear_cal,0.815588949605343,0.311193895059683,0.0206955194530642,"{""clf__C"": 0.1}"
S1,1010,0.5,1,xgb,0.8799635701275045,0.3727885776022825,0.0198840994429445,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1010,0.5,2,extratrees,0.9301829190076708,0.3796850169775477,0.0206273550577103,"{""clf__max_depth"": 12}"
S1,1010,0.5,2,lr_l2,0.8822134995766951,0.3553272434228899,0.0196982032176234,"{""clf__C"": 1.0}"
S1,1010,0.5,2,rf,0.9270017188742656,0.4153842647512777,0.0194968810605626,"{""clf__max_depth"": 12}"
S1,1010,0.5,2,svm_linear_cal,0.871222966212576,0.3300951508970437,0.0203959530056034,"{""clf__C"": 0.1}"
S1,1010,0.5,2,xgb,0.9467816003489058,0.411561229616224,0.0188626554651828,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.5,3,extratrees,0.9151440519253956,0.4406495258695016,0.0200011546193519,"{""clf__max_depth"": 12}"
S1,1010,0.5,3,lr_l2,0.8808691859719335,0.4118282164060743,0.0186948140911933,"{""clf__C"": 1.0}"
S1,1010,0.5,3,rf,0.933271761717848,0.3966483386012953,0.0192632517774903,"{""clf__max_depth"": 12}"
S1,1010,0.5,3,svm_linear_cal,0.8799763975473973,0.4204205481395747,0.0187434110355212,"{""clf__C"": 0.1}"
S1,1010,0.5,3,xgb,0.9421175504758972,0.4595891914801475,0.0181817501140427,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.5,4,extratrees,0.9144041545189504,0.4050223880220671,0.0208859611145456,"{""clf__max_depth"": 12}"
S1,1010,0.5,4,lr_l2,0.8717302397149336,0.3346028695673014,0.0204561029499217,"{""clf__C"": 0.1}"
S1,1010,0.5,4,rf,0.9327472060252672,0.4644755060885439,0.0193786610370535,"{""clf__max_depth"": 12}"
S1,1010,0.5,4,svm_linear_cal,0.8667851068999028,0.3597130228214549,0.0203341551553598,"{""clf__C"": 0.1}"
S1,1010,0.5,4,xgb,0.9287789520570132,0.455095557785064,0.0183138513793824,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.5,5,extratrees,0.923130264010366,0.3320599855266882,0.0207965997869318,"{""clf__max_depth"": null}"
S1,1010,0.5,5,lr_l2,0.8804158568189181,0.3181516435932525,0.020740046137834,"{""clf__C"": 1.0}"
S1,1010,0.5,5,rf,0.9353539034661484,0.4028519539670369,0.0202810491470659,"{""clf__max_depth"": 12}"
S1,1010,0.5,5,svm_linear_cal,0.852987325882734,0.3092510460811786,0.0210571442609745,"{""clf__C"": 0.1}"
S1,1010,0.5,5,xgb,0.9385730482669258,0.4022639884998193,0.019329019939145,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1010,0.6,1,extratrees,0.8680074883626796,0.3338223970602893,0.0219707753771542,"{""clf__max_depth"": 12}"
S1,1010,0.6,1,lr_l2,0.8320684072050192,0.2496611820886956,0.0221084511574234,"{""clf__C"": 1.0}"
S1,1010,0.6,1,rf,0.845739728799838,0.3182345620478388,0.0212144850702954,"{""clf__max_depth"": 12}"
S1,1010,0.6,1,svm_linear_cal,0.8145618295891519,0.2403285466348365,0.0219402377327047,"{""clf__C"": 0.1}"
S1,1010,0.6,1,xgb,0.8574731835660796,0.3202484560585919,0.0206298057442178,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.6,2,extratrees,0.9258062033402602,0.3567613920394456,0.0209967412202528,"{""clf__max_depth"": 12}"
S1,1010,0.6,2,lr_l2,0.8845737448369635,0.2996360404473111,0.0209515260714754,"{""clf__C"": 1.0}"
S1,1010,0.6,2,rf,0.9115677672592934,0.3874695321630175,0.0212380165143546,"{""clf__max_depth"": 6}"
S1,1010,0.6,2,svm_linear_cal,0.8913004438287282,0.3290125927517207,0.0203691774107033,"{""clf__C"": 0.1}"
S1,1010,0.6,2,xgb,0.9406654865440366,0.431487602466203,0.0185118659451492,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1010,0.6,3,extratrees,0.8952384617358065,0.2573532596883059,0.0213009282275883,"{""clf__max_depth"": null}"
S1,1010,0.6,3,lr_l2,0.8332332794581697,0.2930852798159878,0.0209803763297202,"{""clf__C"": 1.0}"
S1,1010,0.6,3,rf,0.9065804664049872,0.3287101236397367,0.0207422012720277,"{""clf__max_depth"": 12}"
S1,1010,0.6,3,svm_linear_cal,0.8346340337104595,0.2846909421469262,0.0207871488749491,"{""clf__C"": 0.1}"
S1,1010,0.6,3,xgb,0.9081197567921188,0.2673536281780532,0.0218169202039546,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.6,4,extratrees,0.9014440597667638,0.3661419950178521,0.0206259666982323,"{""clf__max_depth"": null}"
S1,1010,0.6,4,lr_l2,0.8712645772594753,0.3249990828320522,0.0208136523564907,"{""clf__C"": 0.1}"
S1,1010,0.6,4,rf,0.9129413670229996,0.4189575517973401,0.0199026300030089,"{""clf__max_depth"": 12}"
S1,1010,0.6,4,svm_linear_cal,0.8685465257531585,0.3329533867386706,0.0206358753503405,"{""clf__C"": 0.1}"
S1,1010,0.6,4,xgb,0.9256104227405249,0.420222412808507,0.0189859690786605,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1010,0.6,5,extratrees,0.8952259475218659,0.307818238431385,0.0211623707780934,"{""clf__max_depth"": null}"
S1,1010,0.6,5,lr_l2,0.8694778506640751,0.2880233154487736,0.0214877210424693,"{""clf__C"": 1.0}"
S1,1010,0.6,5,rf,0.9004039115646258,0.3534848484967529,0.0207723295659001,"{""clf__max_depth"": 12}"
S1,1010,0.6,5,svm_linear_cal,0.8477739310009718,0.2856677641943168,0.0213907630665477,"{""clf__C"": 0.1}"
S1,1010,0.6,5,xgb,0.9275768343051508,0.3846954459036386,0.0197532500806117,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.7,1,extratrees,0.8870370370370371,0.31411892528156,0.0223653692466865,"{""clf__max_depth"": 12}"
S1,1010,0.7,1,lr_l2,0.8178253390002025,0.2494118979741523,0.0219997416700705,"{""clf__C"": 10.0}"
S1,1010,0.7,1,rf,0.8728546852863793,0.2961529309406911,0.021642145115279,"{""clf__max_depth"": 12}"
S1,1010,0.7,1,svm_linear_cal,0.7899868447682656,0.2384868255875294,0.022466064611531,"{""clf__C"": 10.0}"
S1,1010,0.7,1,xgb,0.865411859947379,0.3418405250857096,0.0203353325947442,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1010,0.7,2,extratrees,0.8848559480746042,0.262714314333649,0.0217975495115563,"{""clf__max_depth"": 12}"
S1,1010,0.7,2,lr_l2,0.8752456450909465,0.3241360546489976,0.0200933702964051,"{""clf__C"": 0.1}"
S1,1010,0.7,2,rf,0.8790579542830755,0.2971992114270689,0.0213100887890621,"{""clf__max_depth"": 12}"
S1,1010,0.7,2,svm_linear_cal,0.8769747812924908,0.3158106907971509,0.020445113693948,"{""clf__C"": 0.1}"
S1,1010,0.7,2,xgb,0.896977859873265,0.3339923216213975,0.0202602005196125,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.7,3,extratrees,0.8653839246773904,0.3114705970962168,0.0216311454671766,"{""clf__max_depth"": 12}"
S1,1010,0.7,3,lr_l2,0.8488262910798122,0.2756510965098023,0.020917872592201,"{""clf__C"": 1.0}"
S1,1010,0.7,3,rf,0.8890428179276021,0.3315100357603578,0.0208056724851163,"{""clf__max_depth"": 12}"
S1,1010,0.7,3,svm_linear_cal,0.8589086431155237,0.2768893633816012,0.0211457761304843,"{""clf__C"": 1.0}"
S1,1010,0.7,3,xgb,0.8741168321403834,0.3239759285743408,0.0203890295395508,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1010,0.7,4,extratrees,0.8869756235827664,0.3610358928859903,0.0216210374385001,"{""clf__max_depth"": 12}"
S1,1010,0.7,4,lr_l2,0.8645985179786201,0.316197166416267,0.0208391646392586,"{""clf__C"": 0.1}"
S1,1010,0.7,4,rf,0.9170513443472628,0.3598087588333122,0.0207439106446582,"{""clf__max_depth"": 12}"
S1,1010,0.7,4,svm_linear_cal,0.8699080822805313,0.3290339891501562,0.0208118432455278,"{""clf__C"": 0.1}"
S1,1010,0.7,4,xgb,0.9267847019760284,0.3576755804607155,0.0201810459744199,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1010,0.7,5,extratrees,0.9058045837382572,0.2971271697131222,0.0218882324063595,"{""clf__max_depth"": 12}"
S1,1010,0.7,5,lr_l2,0.8966583657272432,0.22763240155502,0.0226604186659426,"{""clf__C"": 1.0}"
S1,1010,0.7,5,rf,0.9174790451895044,0.3389162785714181,0.0210228920923964,"{""clf__max_depth"": 12}"
S1,1010,0.7,5,svm_linear_cal,0.8801982102364755,0.2368638654592198,0.0228952277519284,"{""clf__C"": 0.1}"
S1,1010,0.7,5,xgb,0.9225633705863296,0.3374975839799254,0.0206744360740832,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1011,0.0,1,extratrees,0.9558464885650678,0.5842548922440273,0.0169895968918865,"{""clf__max_depth"": null}"
S1,1011,0.0,1,lr_l2,0.9041489577008704,0.4525966483871528,0.018173253347019,"{""clf__C"": 10.0}"
S1,1011,0.0,1,rf,0.9549483910139648,0.5980941319853651,0.0160424505975624,"{""clf__max_depth"": null}"
S1,1011,0.0,1,svm_linear_cal,0.8958206840720503,0.4836954044943931,0.0173685493036769,"{""clf__C"": 10.0}"
S1,1011,0.0,1,xgb,0.96775956284153,0.6065545543622737,0.0157791296021696,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1011,0.0,2,extratrees,0.9406372662202724,0.5065358854954325,0.0175128856928661,"{""clf__max_depth"": null}"
S1,1011,0.0,2,lr_l2,0.9026193591421022,0.4451221775951196,0.018178878650627,"{""clf__C"": 1.0}"
S1,1011,0.0,2,rf,0.9511967982759948,0.5603101840527375,0.0165480044586489,"{""clf__max_depth"": null}"
S1,1011,0.0,2,svm_linear_cal,0.8997614099899947,0.449132306632744,0.0178547499892799,"{""clf__C"": 0.1}"
S1,1011,0.0,2,xgb,0.951183970856102,0.5270980034285021,0.0167843049828742,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1011,0.0,3,extratrees,0.9550963339233948,0.5781205325164862,0.0170533311631944,"{""clf__max_depth"": null}"
S1,1011,0.0,3,lr_l2,0.939757305215629,0.4779097428945502,0.017598240760652,"{""clf__C"": 1.0}"
S1,1011,0.0,3,rf,0.9474460606993508,0.5881005273123747,0.016107200915404,"{""clf__max_depth"": null}"
S1,1011,0.0,3,svm_linear_cal,0.9352523153492908,0.4782381567454215,0.0175661682870528,"{""clf__C"": 1.0}"
S1,1011,0.0,3,xgb,0.9637189255753098,0.5784154005829939,0.0155187183173542,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1011,0.0,4,extratrees,0.9436295351473925,0.5051659595438119,0.0189946814257172,"{""clf__max_depth"": 12}"
S1,1011,0.0,4,lr_l2,0.9129413670229996,0.4395066349189063,0.0185108592559484,"{""clf__C"": 1.0}"
S1,1011,0.0,4,rf,0.9454415694849369,0.5513999497979736,0.0169962574968434,"{""clf__max_depth"": null}"
S1,1011,0.0,4,svm_linear_cal,0.9047872125040493,0.4463687999052179,0.0183357785139273,"{""clf__C"": 0.1}"
S1,1011,0.0,4,xgb,0.954527048914804,0.5881409180714807,0.0153473025051768,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 3}"
S1,1011,0.0,5,extratrees,0.9492427923550372,0.5459627971900243,0.0185002019836344,"{""clf__max_depth"": 12}"
S1,1011,0.0,5,lr_l2,0.906001984126984,0.497847332512126,0.0174046845283878,"{""clf__C"": 1.0}"
S1,1011,0.0,5,rf,0.951034580498866,0.5508801106698249,0.0172893079262231,"{""clf__max_depth"": 12}"
S1,1011,0.0,5,svm_linear_cal,0.8982729996760609,0.5059124366514806,0.0173404623787499,"{""clf__C"": 1.0}"
S1,1011,0.0,5,xgb,0.957766439909297,0.591225137495734,0.0156004871432267,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1011,0.05,1,extratrees,0.953000404776361,0.5566798683701326,0.0180865096465624,"{""clf__max_depth"": 12}"
S1,1011,0.05,1,lr_l2,0.897788909127707,0.4411971910660185,0.0182948315252409,"{""clf__C"": 10.0}"
S1,1011,0.05,1,rf,0.9596336773932402,0.6014268735048854,0.016009527472094,"{""clf__max_depth"": null}"
S1,1011,0.05,1,svm_linear_cal,0.8938372799028537,0.4727462908020854,0.0176566515160639,"{""clf__C"": 1.0}"
S1,1011,0.05,1,xgb,0.9609239020441206,0.5748110111510258,0.0161165786106688,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 5}"
S1,1011,0.05,2,extratrees,0.9422586520947176,0.506694658690975,0.017553307488952,"{""clf__max_depth"": null}"
S1,1011,0.05,2,lr_l2,0.8898124631211677,0.4449083868408405,0.0181653381023417,"{""clf__C"": 1.0}"
S1,1011,0.05,2,rf,0.94292824341312,0.5497250541246789,0.016878613585998,"{""clf__max_depth"": 12}"
S1,1011,0.05,2,svm_linear_cal,0.887134097847559,0.4522843221005458,0.0177767593883371,"{""clf__C"": 0.1}"
S1,1011,0.05,2,xgb,0.9467302906693348,0.4947206497162414,0.0173316834382051,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1011,0.05,3,extratrees,0.9537237999948692,0.5636258569837828,0.0182730010632819,"{""clf__max_depth"": 12}"
S1,1011,0.05,3,lr_l2,0.9334205597886042,0.4753155910145942,0.0177800636739088,"{""clf__C"": 1.0}"
S1,1011,0.05,3,rf,0.9507452730957696,0.6116300842331422,0.0159269235321969,"{""clf__max_depth"": null}"
S1,1011,0.05,3,svm_linear_cal,0.9308602067780086,0.4713804925939889,0.0177813258264685,"{""clf__C"": 1.0}"
S1,1011,0.05,3,xgb,0.9612457990199852,0.5879889212467567,0.0154125207106234,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1011,0.05,4,extratrees,0.9424021096533852,0.5010278503147696,0.0184599796796085,"{""clf__max_depth"": null}"
S1,1011,0.05,4,lr_l2,0.913508260447036,0.4549242069015869,0.0181511719063443,"{""clf__C"": 1.0}"
S1,1011,0.05,4,rf,0.939613196469064,0.5194305278657978,0.0175529622395833,"{""clf__max_depth"": null}"
S1,1011,0.05,4,svm_linear_cal,0.9033294865565272,0.4544278358877028,0.0182887065919429,"{""clf__C"": 0.1}"
S1,1011,0.05,4,xgb,0.951242103984451,0.5659329743309144,0.0162612440194013,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 5}"
S1,1011,0.05,5,extratrees,0.9441103822481374,0.5335696641887805,0.0187229327451603,"{""clf__max_depth"": 12}"
S1,1011,0.05,5,lr_l2,0.9062904923874312,0.4649196025286765,0.0180057629369724,"{""clf__C"": 1.0}"
S1,1011,0.05,5,rf,0.945917355037253,0.5453530873066568,0.0174678382421479,"{""clf__max_depth"": 12}"
S1,1011,0.05,5,svm_linear_cal,0.899335924846129,0.4760417001243441,0.017876643420097,"{""clf__C"": 1.0}"
S1,1011,0.05,5,xgb,0.9596442743764172,0.5934806955856248,0.0155700816862283,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1011,0.1,1,extratrees,0.9499544626593808,0.55265491169247,0.0183232014068808,"{""clf__max_depth"": 12}"
S1,1011,0.1,1,lr_l2,0.8820987654320988,0.4485324043733363,0.0181579950399653,"{""clf__C"": 10.0}"
S1,1011,0.1,1,rf,0.9521200161910544,0.5804670289719406,0.0164061452293614,"{""clf__max_depth"": null}"
S1,1011,0.1,1,svm_linear_cal,0.8692724144909937,0.4580904231456598,0.0180218662700779,"{""clf__C"": 10.0}"
S1,1011,0.1,1,xgb,0.9597095729609392,0.5738115885578547,0.0162384760844898,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1011,0.1,2,extratrees,0.9432899766540958,0.4931558209063257,0.0178391118213383,"{""clf__max_depth"": null}"
S1,1011,0.1,2,lr_l2,0.9027168475332872,0.4277428538024476,0.018351537144988,"{""clf__C"": 1.0}"
S1,1011,0.1,2,rf,0.946247979681367,0.523705834736268,0.0175277789513262,"{""clf__max_depth"": 12}"
S1,1011,0.1,2,svm_linear_cal,0.905097616665384,0.4387347243072149,0.0182545951438973,"{""clf__C"": 0.1}"
S1,1011,0.1,2,xgb,0.952651427691834,0.4782156155600944,0.0176229697733323,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1011,0.1,3,extratrees,0.9488185946278764,0.5438489953581241,0.017749991122159,"{""clf__max_depth"": null}"
S1,1011,0.1,3,lr_l2,0.9251853562174503,0.405519300375552,0.0191438227983845,"{""clf__C"": 1.0}"
S1,1011,0.1,3,rf,0.9482695810564664,0.5491469507470326,0.0169850555490227,"{""clf__max_depth"": 12}"
S1,1011,0.1,3,svm_linear_cal,0.9244362348957132,0.442277133793831,0.0184054982079655,"{""clf__C"": 1.0}"
S1,1011,0.1,3,xgb,0.9548218271376896,0.5525844734391785,0.0160844629369797,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1011,0.1,4,extratrees,0.9333368764172336,0.474466933571147,0.0188064887152777,"{""clf__max_depth"": null}"
S1,1011,0.1,4,lr_l2,0.9025854389374796,0.4162223950008777,0.0188697315861887,"{""clf__C"": 0.1}"
S1,1011,0.1,4,rf,0.9388362487852284,0.4959937905201589,0.0179358407638352,"{""clf__max_depth"": 12}"
S1,1011,0.1,4,svm_linear_cal,0.8937834062196307,0.4095463969267372,0.0190747440195522,"{""clf__C"": 0.1}"
S1,1011,0.1,4,xgb,0.9408203757693554,0.5196512016541468,0.0173687241930329,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 5}"
S1,1011,0.1,5,extratrees,0.942146501457726,0.557891583376444,0.0186930569772726,"{""clf__max_depth"": 12}"
S1,1011,0.1,5,lr_l2,0.905622367994817,0.4995110259301527,0.0174376051565505,"{""clf__C"": 1.0}"
S1,1011,0.1,5,rf,0.94698534175575,0.5479252573458301,0.0175628447731216,"{""clf__max_depth"": 12}"
S1,1011,0.1,5,svm_linear_cal,0.8977921525753159,0.4988601340538293,0.0175310690422103,"{""clf__C"": 1.0}"
S1,1011,0.1,5,xgb,0.9516470278587624,0.5623647926035005,0.0162597516978699,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1011,0.2,1,extratrees,0.9498735073871686,0.5463409326743612,0.0181441062201711,"{""clf__max_depth"": null}"
S1,1011,0.2,1,lr_l2,0.8958206840720502,0.4228873226946751,0.0187199307293313,"{""clf__C"": 10.0}"
S1,1011,0.2,1,rf,0.9487401335761992,0.5381307884261265,0.0173178588332741,"{""clf__max_depth"": null}"
S1,1011,0.2,1,svm_linear_cal,0.8858986035215544,0.4429980379665099,0.0185290609603611,"{""clf__C"": 10.0}"
S1,1011,0.2,1,xgb,0.9560412871888282,0.5477143150569302,0.0167770164356208,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1011,0.2,2,extratrees,0.935026552759178,0.467283273412619,0.0183468049636994,"{""clf__max_depth"": null}"
S1,1011,0.2,2,lr_l2,0.9018343210446652,0.434341842555884,0.0186675552113699,"{""clf__C"": 1.0}"
S1,1011,0.2,2,rf,0.9350983863105776,0.50096053646374,0.0177993726325757,"{""clf__max_depth"": null}"
S1,1011,0.2,2,svm_linear_cal,0.8962723517791631,0.4453930167809681,0.0182034937958684,"{""clf__C"": 1.0}"
S1,1011,0.2,2,xgb,0.9396803406962724,0.43689156366865,0.0185752598070484,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1011,0.2,3,extratrees,0.948007901690654,0.5019335734133301,0.0181583816682449,"{""clf__max_depth"": null}"
S1,1011,0.2,3,lr_l2,0.9183714307704148,0.4484091167729954,0.0183838217950516,"{""clf__C"": 1.0}"
