split,seed,miss_rate,fold,model,auroc,ap,brier,best_params
S1,1020,0.5,1,xgb,0.9326654523375836,0.4309916160843762,0.0186490058120065,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1020,0.5,2,extratrees,0.9005438826034531,0.3797234993448065,0.0199028123027146,"{""clf__max_depth"": null}"
S1,1020,0.5,2,lr_l2,0.8682367428615407,0.3591587925523514,0.0197421484437482,"{""clf__C"": 0.1}"
S1,1020,0.5,2,rf,0.9246209497421688,0.4098007218932512,0.019333795284132,"{""clf__max_depth"": 12}"
S1,1020,0.5,2,svm_linear_cal,0.875173811539547,0.3770649694557123,0.0194181219797223,"{""clf__C"": 0.1}"
S1,1020,0.5,2,xgb,0.9154621719387362,0.3436844679221612,0.0199550306307079,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1020,0.5,3,extratrees,0.9353651966443468,0.4676370181890133,0.0199907635248723,"{""clf__max_depth"": 12}"
S1,1020,0.5,3,lr_l2,0.8933015213319992,0.4330377145695684,0.0180310866181274,"{""clf__C"": 1.0}"
S1,1020,0.5,3,rf,0.943821031837656,0.4969485567557583,0.0185136471573224,"{""clf__max_depth"": 12}"
S1,1020,0.5,3,svm_linear_cal,0.8770517458118474,0.419297843773496,0.0185534275750179,"{""clf__C"": 1.0}"
S1,1020,0.5,3,xgb,0.9534518586931424,0.4851125186908492,0.0179685205486747,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1020,0.5,4,extratrees,0.9090490362811792,0.3162995686079386,0.0214185142440025,"{""clf__max_depth"": null}"
S1,1020,0.5,4,lr_l2,0.8634293002915453,0.3176990696489121,0.0206493197565442,"{""clf__C"": 1.0}"
S1,1020,0.5,4,rf,0.9117164723032072,0.3181436461143222,0.0211829185622994,"{""clf__max_depth"": 12}"
S1,1020,0.5,4,svm_linear_cal,0.8437702461937157,0.3090764987137149,0.0208502425232014,"{""clf__C"": 0.1}"
S1,1020,0.5,4,xgb,0.9304492630385488,0.4122409037000621,0.0195119071865959,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1020,0.5,5,extratrees,0.9172892371234208,0.2591820108410141,0.0216190696022727,"{""clf__max_depth"": null}"
S1,1020,0.5,5,lr_l2,0.8913791707159054,0.2860351541299709,0.0213012315198408,"{""clf__C"": 1.0}"
S1,1020,0.5,5,rf,0.9049694282474896,0.3466577097467078,0.0204085957228535,"{""clf__max_depth"": null}"
S1,1020,0.5,5,svm_linear_cal,0.874271137026239,0.2860998254981334,0.0214335897767556,"{""clf__C"": 0.1}"
S1,1020,0.5,5,xgb,0.924000850340136,0.3191231450150582,0.0208115141192823,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1020,0.6,1,extratrees,0.9124949402954868,0.3813814822205856,0.0205905030962805,"{""clf__max_depth"": null}"
S1,1020,0.6,1,lr_l2,0.8561323618700667,0.3457476090362182,0.0205623795117852,"{""clf__C"": 0.1}"
S1,1020,0.6,1,rf,0.9095375430074883,0.390322757977506,0.0204999742284402,"{""clf__max_depth"": 12}"
S1,1020,0.6,1,svm_linear_cal,0.8618295891519936,0.336070529930132,0.02159313358636,"{""clf__C"": 0.1}"
S1,1020,0.6,1,xgb,0.9185792349726776,0.4251522986585934,0.0190500606724753,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1020,0.6,2,extratrees,0.9095949100797864,0.435591881737744,0.019540361624053,"{""clf__max_depth"": null}"
S1,1020,0.6,2,lr_l2,0.8629518458657226,0.4039782400793677,0.0187856771275665,"{""clf__C"": 1.0}"
S1,1020,0.6,2,rf,0.9108340388414274,0.4756500369194756,0.0188068810665022,"{""clf__max_depth"": 12}"
S1,1020,0.6,2,svm_linear_cal,0.8623309987429129,0.4188449055701905,0.0186694454821019,"{""clf__C"": 0.1}"
S1,1020,0.6,2,xgb,0.9023628107442468,0.4074282827795191,0.0190803384276557,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1020,0.6,3,extratrees,0.916529413273814,0.402044219386112,0.021167482027383,"{""clf__max_depth"": 12}"
S1,1020,0.6,3,lr_l2,0.8831473357448882,0.3690967551323358,0.019521552352891,"{""clf__C"": 1.0}"
S1,1020,0.6,3,rf,0.940644962672208,0.4468327035990049,0.019900009533368,"{""clf__max_depth"": 12}"
S1,1020,0.6,3,svm_linear_cal,0.8709561558788066,0.3772161140220947,0.0196407844337723,"{""clf__C"": 0.1}"
S1,1020,0.6,3,xgb,0.935124041150363,0.4459900795173988,0.0187790517432859,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1020,0.6,4,extratrees,0.8890204891480401,0.2585233931513291,0.0224172929577467,"{""clf__max_depth"": 12}"
S1,1020,0.6,4,lr_l2,0.8742306446388078,0.2374984043116452,0.0223283544974269,"{""clf__C"": 1.0}"
S1,1020,0.6,4,rf,0.888301749271137,0.2617122549202643,0.0219406268004151,"{""clf__max_depth"": 12}"
S1,1020,0.6,4,svm_linear_cal,0.8650439342403629,0.2414872229644654,0.0225597889672644,"{""clf__C"": 0.1}"
S1,1020,0.6,4,xgb,0.9031320861678004,0.3292887624277176,0.0205448867610292,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1020,0.6,5,extratrees,0.8928368966634272,0.2274891888762034,0.0225800264144219,"{""clf__max_depth"": 12}"
S1,1020,0.6,5,lr_l2,0.8868136540330418,0.2251529622714356,0.022521335620361,"{""clf__C"": 1.0}"
S1,1020,0.6,5,rf,0.8818735827664399,0.305289206974313,0.0213121872836248,"{""clf__max_depth"": 12}"
S1,1020,0.6,5,svm_linear_cal,0.8887977810171688,0.23982244163194,0.0220279263247447,"{""clf__C"": 0.1}"
S1,1020,0.6,5,xgb,0.8957624716553287,0.2775822446763886,0.0214876891460742,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1020,0.7,1,extratrees,0.8735731633272616,0.374477558813202,0.0215247144438084,"{""clf__max_depth"": 12}"
S1,1020,0.7,1,lr_l2,0.8296903460837888,0.2989371394704415,0.0211062233413584,"{""clf__C"": 1.0}"
S1,1020,0.7,1,rf,0.889582068407205,0.3810901440881289,0.020566870982203,"{""clf__max_depth"": 12}"
S1,1020,0.7,1,svm_linear_cal,0.8321746609997976,0.2979727700406055,0.0213908114868511,"{""clf__C"": 0.1}"
S1,1020,0.7,1,xgb,0.910906193078324,0.3649714345053279,0.020094479240923,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1020,0.7,2,extratrees,0.8889094127607172,0.2942873578741917,0.0213285205571338,"{""clf__max_depth"": null}"
S1,1020,0.7,2,lr_l2,0.855558121039534,0.2983127485530102,0.0208906320894456,"{""clf__C"": 1.0}"
S1,1020,0.7,2,rf,0.9041843043690192,0.3169980343631998,0.0210288532102624,"{""clf__max_depth"": 12}"
S1,1020,0.7,2,svm_linear_cal,0.8479283716873188,0.3150075885694783,0.0207899688826069,"{""clf__C"": 0.1}"
S1,1020,0.7,2,xgb,0.9088996639215988,0.2642258758475422,0.0212433658998901,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1020,0.7,3,extratrees,0.9198286256702328,0.3681124530366687,0.021350009548098,"{""clf__max_depth"": 12}"
S1,1020,0.7,3,lr_l2,0.8773801277611023,0.3364973793020232,0.0201084056261153,"{""clf__C"": 1.0}"
S1,1020,0.7,3,rf,0.9057723389517432,0.4109009140938198,0.0198188368055555,"{""clf__max_depth"": null}"
S1,1020,0.7,3,svm_linear_cal,0.8741937966597398,0.3639459931916755,0.0198294385516188,"{""clf__C"": 0.1}"
S1,1020,0.7,3,xgb,0.9205572231201417,0.4229974850665887,0.0192702710911396,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1020,0.7,4,extratrees,0.8811801506316812,0.2439083106614202,0.02271140501166,"{""clf__max_depth"": 12}"
S1,1020,0.7,4,lr_l2,0.8567531179138322,0.2284946871859625,0.0223681959678724,"{""clf__C"": 1.0}"
S1,1020,0.7,4,rf,0.8924370343375445,0.2197304772541367,0.0227926053923005,"{""clf__max_depth"": 12}"
S1,1020,0.7,4,svm_linear_cal,0.8530126336248784,0.2297701408417077,0.0223621140076989,"{""clf__C"": 10.0}"
S1,1020,0.7,4,xgb,0.9059412455458374,0.3333711817641919,0.020540212014536,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1020,0.7,5,extratrees,0.91156462585034,0.284986566190171,0.0221900775124075,"{""clf__max_depth"": 12}"
S1,1020,0.7,5,lr_l2,0.8876538710722385,0.3065587987375942,0.021129204532077,"{""clf__C"": 1.0}"
S1,1020,0.7,5,rf,0.8999002874959507,0.3341541420725668,0.0209702283675991,"{""clf__max_depth"": 12}"
S1,1020,0.7,5,svm_linear_cal,0.8861607142857142,0.3416303619201651,0.0204243340338663,"{""clf__C"": 0.1}"
S1,1020,0.7,5,xgb,0.9201869735989632,0.3047632725419653,0.0210557992359202,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.0,1,extratrees,0.9523690492557272,0.3930776628399221,0.0160716028615961,"{""clf__max_depth"": 12}"
S2,1001,0.0,1,lr_l2,0.9142492907225256,0.3354887713931251,0.016599441524992,"{""clf__C"": 10.0}"
S2,1001,0.0,1,rf,0.942126707577708,0.4414837731516524,0.0152286031238906,"{""clf__max_depth"": null}"
S2,1001,0.0,1,svm_linear_cal,0.901451050480559,0.3468076602809662,0.0162627906709025,"{""clf__C"": 1.0}"
S2,1001,0.0,1,xgb,0.9632113084450888,0.4447340881467263,0.0152560015233081,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1001,0.0,2,extratrees,0.9445895658518788,0.4996888922394492,0.0188609207307449,"{""clf__max_depth"": null}"
S2,1001,0.0,2,lr_l2,0.9234342697312417,0.410617476882869,0.0198305314655611,"{""clf__C"": 10.0}"
S2,1001,0.0,2,rf,0.9516380882889456,0.5360301912064818,0.0180056569153941,"{""clf__max_depth"": 12}"
S2,1001,0.0,2,svm_linear_cal,0.92267542259516,0.4259560980249132,0.0198690367653704,"{""clf__C"": 10.0}"
S2,1001,0.0,2,xgb,0.9615128298674448,0.5735533468572236,0.0165477323909554,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.0,3,extratrees,0.9516881698054314,0.5748676936934253,0.0167223682133838,"{""clf__max_depth"": null}"
S2,1001,0.0,3,lr_l2,0.894964103631256,0.4430514434455431,0.0177446439961845,"{""clf__C"": 1.0}"
S2,1001,0.0,3,rf,0.9506815107689106,0.5611919827266294,0.0161983881786616,"{""clf__max_depth"": null}"
S2,1001,0.0,3,svm_linear_cal,0.8836281344292997,0.4545402292958103,0.017294039335621,"{""clf__C"": 0.1}"
S2,1001,0.0,3,xgb,0.956346894183748,0.5723715433879002,0.0153854029021894,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1001,0.0,4,extratrees,0.9476462239044297,0.5282055943881077,0.0184191504892676,"{""clf__max_depth"": null}"
S2,1001,0.0,4,lr_l2,0.9340193585270172,0.4812004932120429,0.0182353258544517,"{""clf__C"": 1.0}"
S2,1001,0.0,4,rf,0.9430998284937016,0.5453521403817949,0.0174609079071969,"{""clf__max_depth"": null}"
S2,1001,0.0,4,svm_linear_cal,0.9282137717586296,0.4906054078320417,0.0185119116583274,"{""clf__C"": 0.1}"
S2,1001,0.0,4,xgb,0.9594496027756422,0.5340985974915083,0.0168417323952957,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.0,5,extratrees,0.9540478931094408,0.6415554321130672,0.0191630028599924,"{""clf__max_depth"": 12}"
S2,1001,0.0,5,lr_l2,0.9168799512492384,0.5573387788344982,0.0189048279916876,"{""clf__C"": 0.1}"
S2,1001,0.0,5,rf,0.961886383641411,0.6719027045759746,0.0169648447364267,"{""clf__max_depth"": null}"
S2,1001,0.0,5,svm_linear_cal,0.907319385198727,0.5498846476279955,0.01898446992638,"{""clf__C"": 0.1}"
S2,1001,0.0,5,xgb,0.965215428713296,0.6875856735226058,0.0154027049208104,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1001,0.05,1,extratrees,0.9517816300258716,0.3897297708627514,0.0157976117224786,"{""clf__max_depth"": null}"
S2,1001,0.05,1,lr_l2,0.9055004936821186,0.3284701407999774,0.0167497651371322,"{""clf__C"": 10.0}"
S2,1001,0.05,1,rf,0.9437577333116696,0.431938728457424,0.0152728339624629,"{""clf__max_depth"": 12}"
S2,1001,0.05,1,svm_linear_cal,0.8906025421504544,0.3474512053094968,0.0163892901210069,"{""clf__C"": 1.0}"
S2,1001,0.05,1,xgb,0.9648548324605368,0.4344229376269587,0.0158217175512613,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1001,0.05,2,extratrees,0.9393214155417732,0.4899345001690534,0.0196125397290372,"{""clf__max_depth"": 12}"
S2,1001,0.05,2,lr_l2,0.9158749847987352,0.416411157794323,0.0197711268899982,"{""clf__C"": 10.0}"
S2,1001,0.05,2,rf,0.9477562933236046,0.5198814615000078,0.0180387498027146,"{""clf__max_depth"": null}"
S2,1001,0.05,2,svm_linear_cal,0.9131703757752644,0.4209497593758137,0.0197691862234374,"{""clf__C"": 1.0}"
S2,1001,0.05,2,xgb,0.9577283229964734,0.561386794548634,0.0167023720112911,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.05,3,extratrees,0.9473233794610342,0.5603294711894837,0.0170288312815656,"{""clf__max_depth"": null}"
S2,1001,0.05,3,lr_l2,0.8948860680470294,0.4245828265970583,0.0182256138090705,"{""clf__C"": 1.0}"
S2,1001,0.05,3,rf,0.9550410987410258,0.5384717426740712,0.0166801946521357,"{""clf__max_depth"": 12}"
S2,1001,0.05,3,svm_linear_cal,0.8755540526480076,0.4266841260366522,0.0181632863668318,"{""clf__C"": 1.0}"
S2,1001,0.05,3,xgb,0.95877640203933,0.5841055153588558,0.0153927734808329,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1001,0.05,4,extratrees,0.9448863524355866,0.5244205117501962,0.0194679054628208,"{""clf__max_depth"": 12}"
S2,1001,0.05,4,lr_l2,0.9332406805054508,0.4567946829606644,0.0188548190755223,"{""clf__C"": 0.1}"
S2,1001,0.05,4,rf,0.9377328641551836,0.5338745813441655,0.0177370393386995,"{""clf__max_depth"": null}"
S2,1001,0.05,4,svm_linear_cal,0.928711534291403,0.4758733970346972,0.018965158050938,"{""clf__C"": 10.0}"
S2,1001,0.05,4,xgb,0.9590405503972244,0.5545681539457877,0.0169966837493657,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1001,0.05,5,extratrees,0.9515787573069718,0.645762100908569,0.0194406922413041,"{""clf__max_depth"": 12}"
S2,1001,0.05,5,lr_l2,0.909034689778139,0.5734005239004067,0.0189594065413789,"{""clf__C"": 0.1}"
S2,1001,0.05,5,rf,0.9584264337463606,0.6646920795441175,0.0174243796935995,"{""clf__max_depth"": 12}"
S2,1001,0.05,5,svm_linear_cal,0.8979980589974496,0.5575740473791191,0.0193840691731755,"{""clf__C"": 0.1}"
S2,1001,0.05,5,xgb,0.9627869185456024,0.6823570448772478,0.0155963435311942,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1001,0.1,1,extratrees,0.9477071902613392,0.4001931351302757,0.0162252004954908,"{""clf__max_depth"": 12}"
S2,1001,0.1,1,lr_l2,0.9051067978153003,0.3390151201997593,0.016431421070052,"{""clf__C"": 10.0}"
S2,1001,0.1,1,rf,0.940389446451113,0.4217885213829535,0.0155524119433597,"{""clf__max_depth"": null}"
S2,1001,0.1,1,svm_linear_cal,0.8912774493507143,0.3378973987725434,0.0163267839969311,"{""clf__C"": 1.0}"
S2,1001,0.1,1,xgb,0.9580745147542212,0.3976933774244311,0.0158017251936119,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1001,0.1,2,extratrees,0.9390587376869756,0.4727900533382895,0.0199574690704777,"{""clf__max_depth"": 12}"
S2,1001,0.1,2,lr_l2,0.9172905265718108,0.397263349819273,0.020479235801376,"{""clf__C"": 10.0}"
S2,1001,0.1,2,rf,0.9422984312294784,0.4976127450717145,0.0186977455380566,"{""clf__max_depth"": 12}"
S2,1001,0.1,2,svm_linear_cal,0.91563662896753,0.4049897400674874,0.0205668254858571,"{""clf__C"": 1.0}"
S2,1001,0.1,2,xgb,0.9565122218168552,0.5501840766772568,0.0171331733428521,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.1,3,extratrees,0.9479554676932682,0.5430811067172205,0.0179716161651749,"{""clf__max_depth"": 12}"
S2,1001,0.1,3,lr_l2,0.8876651753199458,0.4330829840581044,0.0177674080673334,"{""clf__C"": 1.0}"
S2,1001,0.1,3,rf,0.9498777442513786,0.5273786495167199,0.0168776465830176,"{""clf__max_depth"": null}"
S2,1001,0.1,3,svm_linear_cal,0.8714389761731351,0.4447554279001632,0.0177284640056552,"{""clf__C"": 1.0}"
S2,1001,0.1,3,xgb,0.9494693580272604,0.5455467257192549,0.0160844617332416,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1001,0.1,4,extratrees,0.9448912807774952,0.4960667837587411,0.0189374053030303,"{""clf__max_depth"": null}"
S2,1001,0.1,4,lr_l2,0.9223589015711554,0.4060819331907196,0.0200745709882247,"{""clf__C"": 0.1}"
S2,1001,0.1,4,rf,0.9364169968655746,0.4994900539447444,0.0181431443339646,"{""clf__max_depth"": null}"
S2,1001,0.1,4,svm_linear_cal,0.9192096910915292,0.4045029800233465,0.0203423693672039,"{""clf__C"": 0.1}"
S2,1001,0.1,4,xgb,0.9528308395923276,0.5033886280599935,0.0175365889568142,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.1,5,extratrees,0.94977317353917,0.6275309871502928,0.0196732910405651,"{""clf__max_depth"": 12}"
S2,1001,0.1,5,lr_l2,0.9127225946238744,0.5468562373073024,0.0185045826700458,"{""clf__C"": 0.1}"
S2,1001,0.1,5,rf,0.9617080822443408,0.6539924404627819,0.017604661938544,"{""clf__max_depth"": 12}"
S2,1001,0.1,5,svm_linear_cal,0.9038707202022254,0.5432878753102157,0.0186671029857525,"{""clf__C"": 0.1}"
S2,1001,0.1,5,xgb,0.9572753740943868,0.6690125074237607,0.0159926652661495,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 5}"
S2,1001,0.2,1,extratrees,0.9394895701840996,0.3320060158518749,0.0169203193880806,"{""clf__max_depth"": 12}"
S2,1001,0.2,1,lr_l2,0.890458811913362,0.2711302213898327,0.0176807658247123,"{""clf__C"": 1.0}"
S2,1001,0.2,1,rf,0.9324905325517742,0.355897484231816,0.0162425232347682,"{""clf__max_depth"": 12}"
S2,1001,0.2,1,svm_linear_cal,0.8790791266200897,0.2885312758285202,0.0174741082125297,"{""clf__C"": 1.0}"
S2,1001,0.2,1,xgb,0.9412580770144106,0.3335559854723634,0.0165971484812673,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.2,2,extratrees,0.9336641128541896,0.4443079412141247,0.0204156072919987,"{""clf__max_depth"": 12}"
S2,1001,0.2,2,lr_l2,0.908369208318132,0.346635085270134,0.0220239103549411,"{""clf__C"": 10.0}"
S2,1001,0.2,2,rf,0.944025294904536,0.4716598608166037,0.019137916801965,"{""clf__max_depth"": 12}"
S2,1001,0.2,2,svm_linear_cal,0.9051635656086586,0.3625946593875866,0.0216766072220044,"{""clf__C"": 1.0}"
S2,1001,0.2,2,xgb,0.9590903563176456,0.518964150225914,0.0180689496655918,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.2,3,extratrees,0.9380345437519508,0.4848226754275335,0.018083597695707,"{""clf__max_depth"": null}"
S2,1001,0.2,3,lr_l2,0.8679013630215378,0.3653326938633718,0.019250120197727,"{""clf__C"": 10.0}"
S2,1001,0.2,3,rf,0.9346738112579336,0.4676112590470413,0.017756742226957,"{""clf__max_depth"": null}"
S2,1001,0.2,3,svm_linear_cal,0.847414420975965,0.381530814482935,0.0189511514163222,"{""clf__C"": 10.0}"
S2,1001,0.2,3,xgb,0.9471230881281864,0.5154786519912518,0.0164044649396064,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1001,0.2,4,extratrees,0.9323190805685336,0.4818188699431066,0.0201308647635122,"{""clf__max_depth"": 12}"
S2,1001,0.2,4,lr_l2,0.9308800047312082,0.4671883279887974,0.0188451439231468,"{""clf__C"": 1.0}"
S2,1001,0.2,4,rf,0.9252321249038976,0.5043479936903895,0.0188786846775312,"{""clf__max_depth"": 12}"
S2,1001,0.2,4,svm_linear_cal,0.923595915390226,0.4756015185674935,0.019600148829842,"{""clf__C"": 0.1}"
S2,1001,0.2,4,xgb,0.9498097660023264,0.508983524421655,0.0177206845903459,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.2,5,extratrees,0.949014828356693,0.5971959304376958,0.0204934892272249,"{""clf__max_depth"": 12}"
S2,1001,0.2,5,lr_l2,0.8917462252014354,0.4999885020407526,0.0195528578138665,"{""clf__C"": 0.1}"
S2,1001,0.2,5,rf,0.9524070688604508,0.6090739271838786,0.0183229462594697,"{""clf__max_depth"": null}"
S2,1001,0.2,5,svm_linear_cal,0.882998171846435,0.5040745316972349,0.019501348047949,"{""clf__C"": 0.1}"
S2,1001,0.2,5,xgb,0.9558805606337598,0.6217882272173358,0.0173028966791846,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1001,0.3,1,extratrees,0.943051580407694,0.3192843587246706,0.0170769143874312,"{""clf__max_depth"": 12}"
S2,1001,0.3,1,lr_l2,0.8935833822849358,0.2855226846504508,0.0172786209588057,"{""clf__C"": 1.0}"
S2,1001,0.3,1,rf,0.925232155578608,0.3412433330015269,0.0163569853666232,"{""clf__max_depth"": null}"
S2,1001,0.3,1,svm_linear_cal,0.8818662433915336,0.270908733720948,0.0174523666165617,"{""clf__C"": 10.0}"
S2,1001,0.3,1,xgb,0.9554623739235856,0.3454028135549481,0.0166625875998036,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.3,2,extratrees,0.920515626900158,0.425894696181139,0.0208125503983945,"{""clf__max_depth"": 12}"
S2,1001,0.3,2,lr_l2,0.8976869755563663,0.3354208688404625,0.0222118825695418,"{""clf__C"": 1.0}"
S2,1001,0.3,2,rf,0.9281186914751308,0.4700427998535774,0.0193972145439548,"{""clf__max_depth"": 12}"
S2,1001,0.3,2,svm_linear_cal,0.8981734160282135,0.3608375398468338,0.0217319225886918,"{""clf__C"": 0.1}"
S2,1001,0.3,2,xgb,0.950529004013134,0.4577103662575869,0.0191367788359624,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1001,0.3,3,extratrees,0.9342472167308292,0.4991580888539332,0.0190450409971196,"{""clf__max_depth"": 12}"
S2,1001,0.3,3,lr_l2,0.8660233066278225,0.434762389947733,0.0178700576726392,"{""clf__C"": 1.0}"
S2,1001,0.3,3,rf,0.927234418895016,0.4747935611835174,0.0181063201502338,"{""clf__max_depth"": 12}"
S2,1001,0.3,3,svm_linear_cal,0.8523098532931017,0.4317659170449643,0.0181516618687113,"{""clf__C"": 0.1}"
S2,1001,0.3,3,xgb,0.9452034127562168,0.5036381756594572,0.0174258629947018,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1001,0.3,4,extratrees,0.9282063792457668,0.5102738137585788,0.0194984858349116,"{""clf__max_depth"": null}"
S2,1001,0.3,4,lr_l2,0.9236944822283992,0.4367962826411045,0.0193165160628669,"{""clf__C"": 1.0}"
S2,1001,0.3,4,rf,0.9304660240108816,0.5271629354020666,0.0184603801688762,"{""clf__max_depth"": null}"
S2,1001,0.3,4,svm_linear_cal,0.917573481577858,0.445973959727277,0.0196210624058488,"{""clf__C"": 0.1}"
S2,1001,0.3,4,xgb,0.9486121789185248,0.5110266478172022,0.017541942538038,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 3}"
S2,1001,0.3,5,extratrees,0.9373056176224976,0.5884521977497926,0.0200303424873737,"{""clf__max_depth"": null}"
S2,1001,0.3,5,lr_l2,0.8978806960525425,0.4813022075768711,0.0204597259007252,"{""clf__C"": 0.1}"
S2,1001,0.3,5,rf,0.9411966506421108,0.5743938378113342,0.0193469119205511,"{""clf__max_depth"": 12}"
S2,1001,0.3,5,svm_linear_cal,0.8925226262215903,0.48031097801881,0.0205434888530704,"{""clf__C"": 0.1}"
S2,1001,0.3,5,xgb,0.9490689958697271,0.559161828830082,0.0187083045553304,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1001,0.4,1,extratrees,0.9256977165639724,0.2936011524908057,0.0174765631421562,"{""clf__max_depth"": 12}"
S2,1001,0.4,1,lr_l2,0.8749796902925847,0.1978954279882825,0.0188906231646577,"{""clf__C"": 1.0}"
S2,1001,0.4,1,rf,0.9078564197422856,0.2649283459959101,0.0173757305708413,"{""clf__max_depth"": 12}"
S2,1001,0.4,1,svm_linear_cal,0.8726550099361339,0.2187939147901271,0.0180288609034018,"{""clf__C"": 10.0}"
S2,1001,0.4,1,xgb,0.928091137468598,0.2777304267281778,0.0176495977161483,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1001,0.4,2,extratrees,0.9154663748023836,0.3985883491144211,0.0213623183082794,"{""clf__max_depth"": 12}"
S2,1001,0.4,2,lr_l2,0.8886391827800073,0.3133074864235852,0.0218264770594729,"{""clf__C"": 10.0}"
S2,1001,0.4,2,rf,0.9094880214033808,0.4844430093724193,0.0196185012862821,"{""clf__max_depth"": 12}"
S2,1001,0.4,2,svm_linear_cal,0.8822278973610604,0.3245526935860025,0.0217707554072617,"{""clf__C"": 1.0}"
S2,1001,0.4,2,xgb,0.9302541651465402,0.4691281220369065,0.0188223095108283,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1001,0.4,3,extratrees,0.9334096347934658,0.4659466520190296,0.0194877998423538,"{""clf__max_depth"": 12}"
S2,1001,0.4,3,lr_l2,0.8834876703776922,0.4235310349571262,0.0183249429400864,"{""clf__C"": 1.0}"
S2,1001,0.4,3,rf,0.9312246384351264,0.4646673053912711,0.0185680797551475,"{""clf__max_depth"": 12}"
S2,1001,0.4,3,svm_linear_cal,0.8692591821870773,0.4190255760322193,0.0184969336941865,"{""clf__C"": 0.1}"
S2,1001,0.4,3,xgb,0.9285506190823016,0.474791447730468,0.0175194390698491,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1001,0.4,4,extratrees,0.9229897293354624,0.4385690315561634,0.020819097200158,"{""clf__max_depth"": 12}"
S2,1001,0.4,4,lr_l2,0.8951495258935083,0.4061382115416928,0.019670051327633,"{""clf__C"": 1.0}"
S2,1001,0.4,4,rf,0.9250325270565972,0.4439981984511209,0.0195328440656565,"{""clf__max_depth"": null}"
S2,1001,0.4,4,svm_linear_cal,0.885233701973308,0.4298780184364056,0.0197657614034096,"{""clf__C"": 0.1}"
S2,1001,0.4,4,xgb,0.9442604530131884,0.4121102784790311,0.0195620880776382,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1001,0.4,5,extratrees,0.9269235109576364,0.5270125383299,0.0220467654886371,"{""clf__max_depth"": 12}"
S2,1001,0.4,5,lr_l2,0.8665989572753742,0.4222016271180256,0.0209182947583166,"{""clf__C"": 0.1}"
