split,seed,miss_rate,winner_model,winner_auc,winner_ap,winner_brier
S2,1003,0.2,xgb,0.9525476180640151,0.5002996719454341,0.0173610599498757
S2,1003,0.3,xgb,0.9470576228357268,0.49120920210728086,0.01741956635181978
S2,1003,0.4,xgb,0.9359651470472248,0.4365772487337649,0.018611983465459482
S2,1003,0.5,xgb,0.9353721858546405,0.4233881877737925,0.01877304531550322
S2,1003,0.6,xgb,0.9174030991950939,0.36180941793838034,0.0198462025976575
S2,1003,0.7,xgb,0.8998834990632225,0.3370899673922383,0.02044939527978704
S2,1004,0.0,xgb,0.9593947012475189,0.5640966209171807,0.0159256870762473
S2,1004,0.05,xgb,0.9584268163975441,0.5512711686815542,0.01642842757631198
S2,1004,0.1,xgb,0.9565388440073418,0.5600790535010379,0.01620764210635178
S2,1004,0.2,xgb,0.9546493863520471,0.5197230447560521,0.016987857016832142
S2,1004,0.3,xgb,0.9449229803609442,0.47822103578700154,0.0177434886396516
S2,1004,0.4,xgb,0.9447400247547879,0.4651902144229097,0.01816059166908386
S2,1004,0.5,xgb,0.9350126762241354,0.3936789073686701,0.01943888415739144
S2,1004,0.6,xgb,0.9271122917831874,0.38272462649213446,0.01966152490934556
S2,1004,0.7,xgb,0.8854465802881718,0.2816519504337224,0.021229834348047198
S2,1005,0.0,xgb,0.9625237148132694,0.5840587247273941,0.015607441037151778
S2,1005,0.05,xgb,0.9571333477585935,0.545856826019931,0.01640301320192254
S2,1005,0.1,xgb,0.955279634304129,0.551913962011574,0.016285480150135777
S2,1005,0.2,xgb,0.9522963852811863,0.5134101931888676,0.01723992953508314
S2,1005,0.3,xgb,0.9474218010224045,0.4833233843753241,0.01756771459925178
S2,1005,0.4,xgb,0.9370086190000178,0.4497691735731082,0.018350991816178282
S2,1005,0.5,xgb,0.929011272134052,0.4018769107846237,0.01914888182137996
S2,1005,0.6,xgb,0.9204386469496031,0.35056470571436604,0.020079793486217558
S2,1005,0.7,xgb,0.9025373784723891,0.3346926577297714,0.0204751935948995
S2,1006,0.0,xgb,0.9587576058809031,0.5705576275866131,0.015789939659667702
S2,1006,0.05,xgb,0.9548986863629846,0.5538934655446363,0.01608125095375002
S2,1006,0.1,xgb,0.9558180292432128,0.5527038436207506,0.01619995188098656
S2,1006,0.2,xgb,0.9502824599589177,0.5146898865003384,0.0171982772452575
S2,1006,0.3,xgb,0.9497628678840375,0.4955072835411741,0.01762202335727382
S2,1006,0.4,xgb,0.9392013291242419,0.4351380200335611,0.0184444166471448
S2,1006,0.5,xgb,0.9210380466249962,0.4060932450403934,0.019050744832627982
S2,1006,0.6,xgb,0.9196498508520714,0.35380232155059466,0.02007700594007538
S2,1006,0.7,xgb,0.9027567873009381,0.360907494478626,0.020048893026493743
S2,1007,0.0,xgb,0.9612858121793122,0.5718096642227016,0.01569833188143878
S2,1007,0.05,xgb,0.9590733174395529,0.5484583756771826,0.01631631383813586
S2,1007,0.1,xgb,0.9571113947856874,0.5595529091803615,0.016269786480789576
S2,1007,0.2,xgb,0.9504245487044504,0.5027947871180355,0.017340275225262602
S2,1007,0.3,xgb,0.9422912782656201,0.49149804873374164,0.017548385760826
S2,1007,0.4,xgb,0.9328774123037645,0.44819158868877923,0.01832198093063914
S2,1007,0.5,xgb,0.9342401503028199,0.3997520832163458,0.01940238621258078
S2,1007,0.6,xgb,0.9170756684263994,0.38078228001007136,0.0195504053878032
S2,1007,0.7,xgb,0.899581272946236,0.30741298024838193,0.020839195361616082
S2,1008,0.0,xgb,0.9581951835861352,0.5686200781839285,0.01577672043106902
S2,1008,0.05,xgb,0.9579427688126495,0.5403166064588989,0.01661107887472568
S2,1008,0.1,xgb,0.9542389037100711,0.5494296434212501,0.01626169808880986
S2,1008,0.2,xgb,0.9549673055556319,0.5111943232494862,0.01725530581459762
S2,1008,0.3,xgb,0.9445068352074388,0.4480031063254544,0.018359849228191442
S2,1008,0.4,xgb,0.9378519227080293,0.40483435951368457,0.01904293959410022
S2,1008,0.5,xgb,0.9288359505151916,0.42973245175237107,0.018545202221608
S2,1008,0.6,xgb,0.916432301339585,0.3505632378747959,0.0200767772438436
S2,1008,0.7,xgb,0.9057268742197561,0.3288129406213671,0.020462554580315578
S2,1009,0.0,xgb,0.9613208513724067,0.581952314360854,0.0154657821210288
S2,1009,0.05,xgb,0.9574497297099128,0.5714063986433955,0.0157227516511493
S2,1009,0.1,xgb,0.9555221442963964,0.5418418898522487,0.01638276629981498
S2,1009,0.2,xgb,0.948208901142246,0.5033980788516212,0.01728342547608422
S2,1009,0.3,xgb,0.9431333376925431,0.49441501209143457,0.0175239164421808
S2,1009,0.4,xgb,0.9325632857158427,0.43722685051617044,0.018445623154650863
S2,1009,0.5,xgb,0.9277223558482802,0.42392086813568736,0.0187000821956152
S2,1009,0.6,xgb,0.9159413369098678,0.3906788222415406,0.0194008826621666
S2,1009,0.7,xgb,0.8973114851000712,0.3503651250896579,0.020025555546834863
S2,1010,0.0,xgb,0.9605677651824914,0.5649398253163898,0.01585773931193606
S2,1010,0.05,xgb,0.9606046677929155,0.5556384436687466,0.01593066327688864
S2,1010,0.1,xgb,0.9567950055592955,0.5290102477225627,0.016918552461843463
S2,1010,0.2,xgb,0.9502897348635555,0.5055706697407881,0.01715671568818388
S2,1010,0.3,xgb,0.9460501371701667,0.4643066328766978,0.0178600988648659
S2,1010,0.4,xgb,0.943754433137164,0.4793165699381937,0.01782354606307438
S2,1010,0.5,xgb,0.9330204401354664,0.4211564011317151,0.018808168047112838
S2,1010,0.6,xgb,0.9178348857023749,0.34652747676733303,0.02019330945040686
S2,1010,0.7,xgb,0.8996474887717083,0.3280306913653404,0.02059161990464416
S2,1011,0.0,xgb,0.9604659751618883,0.5717791278175361,0.0156694504000182
S2,1011,0.05,xgb,0.9586487223320226,0.559897290559191,0.0158157747066037
S2,1011,0.1,xgb,0.9574761133539267,0.5580379922887356,0.01603218188959844
S2,1011,0.2,xgb,0.9500451585342395,0.49738146542561446,0.017194195607218982
S2,1011,0.3,xgb,0.9500762792421729,0.4916144622084264,0.01755302356772916
S2,1011,0.4,xgb,0.9424074859982277,0.4345045064178401,0.01855726284631808
S2,1011,0.5,xgb,0.9308427736856754,0.42808780070823377,0.0186939413935859
S2,1011,0.6,xgb,0.91739767434004,0.37555699179025964,0.01968054774695232
S2,1011,0.7,xgb,0.8921206465344584,0.31888633179468817,0.02053073779480572
S2,1012,0.0,xgb,0.958055775240626,0.5731222083517168,0.01576069941560532
S2,1012,0.05,xgb,0.9569829615746139,0.5520578534644909,0.01612618878315332
S2,1012,0.1,xgb,0.9572741052727902,0.5446869244334718,0.01650831563203132
S2,1012,0.2,xgb,0.9493334145749754,0.5071498045129615,0.01717659166128834
S2,1012,0.3,xgb,0.9364063104489645,0.45954714949329983,0.018135234470272998
S2,1012,0.4,xgb,0.9459409577229352,0.45305704012455406,0.01833130382689766
S2,1012,0.5,xgb,0.9297195744395138,0.3831923786547065,0.01939638163383
S2,1012,0.6,xgb,0.9081122556736471,0.3517550436601734,0.020021678129073923
S2,1012,0.7,xgb,0.8999165151058076,0.3071991427285047,0.020944128178411202
S2,1013,0.0,xgb,0.9627400322365158,0.5667918994398754,0.01579956006221844
S2,1013,0.05,xgb,0.9623387176514921,0.5636671251526737,0.01593443935722796
S2,1013,0.1,xgb,0.9586355093456449,0.5456526423432866,0.01619842230962226
S2,1013,0.2,xgb,0.9492206081400869,0.49566909889189575,0.017461543749231263
S2,1013,0.3,xgb,0.9478507947367956,0.46531045507422597,0.0178722310303925
S2,1013,0.4,xgb,0.9410662230024555,0.44195080282335725,0.01860712681189816
S2,1013,0.5,xgb,0.928273055320522,0.4001911100466914,0.01895411635716118
S2,1013,0.6,xgb,0.9110447077623215,0.35512639433585863,0.01994233470163646
S2,1013,0.7,xgb,0.9094160615233925,0.3172739286243436,0.02064000301316758
S2,1014,0.0,xgb,0.9580631477855871,0.5750695444506243,0.01592306210111718
S2,1014,0.05,xgb,0.9563377718673669,0.5692083937032615,0.01580964063834062
S2,1014,0.1,xgb,0.9547587010899896,0.5472041015863854,0.0165725277414881
S2,1014,0.2,xgb,0.9520787827210615,0.511878380716047,0.0171533904666516
S2,1014,0.3,xgb,0.9396516829582457,0.4641888847608315,0.01811178325512518
S2,1014,0.4,xgb,0.9391299099832862,0.4286006373224776,0.01880178983346786
S2,1014,0.5,xgb,0.929020195726079,0.4226471971099036,0.0188572183901128
S2,1014,0.6,xgb,0.9254284303968164,0.3740778314667013,0.019784879469986718
S2,1014,0.7,xgb,0.8909793643837448,0.33405409618743087,0.02041466134592158
S2,1015,0.0,xgb,0.9611502597508531,0.5698419675879285,0.0157923523303662
S2,1015,0.05,xgb,0.9591101214759841,0.5689236992231973,0.01588748494522744
S2,1015,0.1,xgb,0.9526369955398346,0.5180082271925741,0.016849857075819718
S2,1015,0.2,xgb,0.9511233061022185,0.5015883766121967,0.01712907300986736
